"Date","Price","Open","High","Low","Vol.","Change %"
"11/29/2022","4.5023","4.5188","4.5345","4.4426","","-0.24%"
"11/28/2022","4.5132","4.4918","4.5354","4.4440","","0.35%"
"11/25/2022","4.4975","4.5121","4.5303","4.4513","","-0.36%"
"11/24/2022","4.5136","4.4774","4.5332","4.4694","","1.54%"
"11/23/2022","4.4452","4.4971","4.5252","4.4400","","-1.16%"
"11/22/2022","4.4971","4.4967","4.5177","4.4163","","0.01%"
"11/21/2022","4.4967","4.4997","4.5267","4.4356","","-0.10%"
"11/18/2022","4.5012","4.5076","4.5332","4.4610","","-0.13%"
"11/17/2022","4.5071","4.5118","4.5391","4.4330","","-0.05%"
"11/16/2022","4.5094","4.5311","4.5501","4.4479","","-0.50%"
"11/15/2022","4.5319","4.5128","4.5588","4.4630","","1.15%"
"11/14/2022","4.4804","4.5638","4.5746","4.4542","","-1.85%"
"11/11/2022","4.5649","4.5739","4.5774","4.4816","","-0.10%"
